ORIGINAL REFERENCES:
Woodhouse, C.A., and D. Griffin, 2013, Tree-ring insights on New Mexico’s monsoon and Rio Grande streamflow, New Mexico: Earth Matters, New Mexico Bureau of Geology and Mineral Resources. Available online: http://geoinfo.nmt.edu/publications/periodicals/earthmatters/13/EMv13n1.pdf , last accessed 13 April 2013.

Woodhouse, C.A., J.J. Lukas, and D.M. Meko, 2008. Rio Grande at Otowi Bridge NM Reconstruction from TreeFlow: http://treeflow.info/riogr/riograndeotowinatural.html

GEOGRAPHIC REGION:
Rio Grande Flow at Otowi Bridge, Central New Mexico, USA
New Mexico State Climate Division 5, Central New Mexico, USA

PERIOD OF RECORD:
1450-2002 (streamflow) and 1600-2008 (June-August Precipitation)

VARIABLE NAMES: 
Year     (Calendar year)
AF_obs   (Observed Rio Grande Water Year Flow at Otowi Bridge, NM, acre feet)
MCM_obs  (Observed Rio Grande Water Year Flow at Otowi Bridge, NM, million cubic meters)
AF_rec   (Reconstructed Rio Grande Water Year Flow at Otowi Bridge, NM, acre feet)
MCM_rec  (Reconstructed Rio Grande Water Year Flow at Otowi Bridge, NM, million cubic meters)
JJA_obs   (Observed June-August total precipitation, inches)
JJA_rec   (Reconstructed June-August total precipitation, inches)

VARIABLE UNITS: 
Acre feet (water year total flow)
Million cubic meters (water year total flow)
Inches

DESCRIPTION: 
Details on the instrumental data, tree ring data, calibration, and verification can be found in the references listed above. This data file prepared by Daniel Griffin, 13 April 2013.

============================================================================

Year      AF_obs     MCM_obs      AF_rec     MCM_rec     JJA_obs     JJA_rec
1960     1697539    2093.884     2073452    2557.565      11.354       9.479
1961     1520890    1875.990     1272193    1569.227      11.684      10.512
1962     2105908    2597.599     1958631    2415.936      10.414      12.689
1963      956253    1179.521     1301040    1604.809      10.008       9.563
1964     1010975    1247.019     1472423    1816.207       8.255      11.371
1965     2393135    2951.889     2449929    3021.943      11.608      10.969
1966     1666975    2056.183     1747088    2155.001      13.970      13.054
1967     1227431    1514.014     1265971    1561.552      15.672      15.071
1968     1692133    2087.215     1572764    1939.976      12.598      13.920
1969     1880060    2319.020     2189065    2700.172      12.268       9.723
1970     1719838    2121.389     1948449    2403.376      10.643      10.966
1971     1189170    1466.820     1370724    1690.763      10.008      12.836
1972     1012883    1249.373     1412920    1742.811      15.138      11.137
1973     2577196    3178.924     2388729    2946.454      11.709      12.791
1974      988719    1219.567     1304999    1609.693      13.157      11.041
1975     2066846    2549.417     2105013    2596.495      10.109       9.432
1976     1462082    1803.452     1255338    1548.437       9.957      12.353
1977      606323     747.888      594014     732.705      12.903      11.175
1978     1257438    1551.027     2228997    2749.427       8.128       8.976
1979     2872983    3543.772     2338502    2884.500      13.538      12.111
1980     2309038    2848.156     1893358    2335.423       8.611       8.982
1981      904307    1115.446     1149680    1418.109      12.548      12.635
1982     1989679    2454.233     1985102    2448.587       9.601      13.175
1983     2363391    2915.200     2598009    3204.597       7.569      10.320
1984     2212657    2729.272     2290989    2825.893      14.986      11.993
1985     3071596    3788.758     2508301    3093.944      10.236      10.525
1986     2663164    3284.964     2524252    3113.619      17.221      17.129
1987     2637988    3253.910     2178657    2687.334      12.852       9.225
1988     1301113    1604.899     1727631    2131.001      19.355      17.415
1989     1356712    1673.480     1184748    1461.365      11.887       9.594
1990     1235331    1523.758     1434187    1769.044      12.675      12.576
1991     2102635    2593.562     1938155    2390.679      16.129      16.418
1992     1698513    2095.085     2064175    2546.122      11.430      13.404
1993     2333807    2878.709     2022772    2495.053      15.723      10.755
1994     1988758    2453.097     1480002    1825.556       9.068       8.527
1995     2730373    3367.866     2481264    3060.594       7.595       9.810
1996     1066939    1316.050     1019361    1257.363      16.408      15.132
1997     2186167    2696.597     2323230    2865.662      14.122      10.534
1998     1742245    2149.028     1666657    2055.791      11.786      12.508
1999     2026471    2499.615     2135331    2633.892      19.025      18.201
2000      972679    1199.782     1276605    1574.669      12.116      10.428
2001     1651271    2036.813     1480455    1826.114      11.074       9.058
2002      785486     968.883      348873     430.329       9.804       9.002
2003       -9999       -9999       -9999       -9999       6.198       7.969
2004       -9999       -9999       -9999       -9999      10.566      10.958
2005       -9999       -9999       -9999       -9999       7.087       9.027
2006       -9999       -9999       -9999       -9999      23.698      12.588
2007       -9999       -9999       -9999       -9999      10.744      11.346
2008       -9999       -9999       -9999       -9999      16.307      14.157
